SYSTEM,RANK,FAMILY,NAME,SPECIES,RIS_BINOMIAL,AUTHORITY,FOREWING_LB,FOREWING_UB,EXCLUDE_FROM_FINAL
5691,Subspecies,Noctuidae,Cucullia gnaphalii occidentalis,Cucullia gnaphalii,Cucullia gnaphalii,"Boursin, 1944",17,19,N
5692,Species,Noctuidae,Cucullia asteris,Cucullia asteris,Cucullia asteris,"([Denis & Schiffermüller], 1775)",19,23,N
5695,Species,Noctuidae,Cucullia scrophulariae,Cucullia scrophulariae,Cucullia scrophulariae,"([Denis & Schiffermüller], 1775)",18,22,N
5697,Species,Noctuidae,Cucullia lychnitis,Cucullia lychnitis,Cucullia lychnitis,"Rambur, 1833",18,21,N
5699,Species,Noctuidae,Cucullia verbasci,Cucullia verbasci,Cucullia verbasci,"(Linnaeus, 1758)",19,24,N
5703,Species,Noctuidae,Calophasia lunula,Calophasia lunula,Calophasia lunula,"(Hufnagel, 1766)",14,15,N
5705,Species,Noctuidae,Calophasia platyptera,Calophasia platyptera,Calophasia platyptera,"(Esper, 1788)",12,15,N
5708,Species,Noctuidae,Stilbia anomala,Stilbia anomala,Stilbia anomala,"(Haworth, 1812)",13,17,N
5713,Species,Noctuidae,Amphipyra pyramidea,Amphipyra pyramidea,Amphipyra pyramidea,"(Linnaeus, 1758)",21,26,N
5715,Subspecies,Noctuidae,Amphipyra berbera berbera,Amphipyra berbera,Amphipyra berbera berbera,"Rungs, 1949",21,26,N
5716,Subspecies,Noctuidae,Amphipyra berbera svenssoni,Amphipyra berbera,Amphipyra berbera berbera,"Fletcher, 1968",21,26,N
5718,Species,Noctuidae,Amphipyra tragopoginis,Amphipyra tragopoginis,Amphipyra tragopoginis,"(Clerck, 1759)",16,18,N
5722,Species,Noctuidae,Asteroscopus sphinx,Asteroscopus sphinx,Asteroscopus sphinx,"(Hufnagel, 1766)",17,22,N
5725,Species,Noctuidae,Brachionycha nubeculosa,Brachionycha nubeculosa,Brachionycha nubeculosa,"(Esper, 1785)",20,24,N
5728,Species,Noctuidae,Meganephria bimaculosa,Meganephria bimaculosa,Meganephria bimaculosa,"(Linnaeus, 1767)",22,26,N
5731,Species,Noctuidae,Allophyes oxyacanthae,Allophyes oxyacanthae,Allophyes oxyacanthae,"(Linnaeus, 1758)",17,20,N
5734,Species,Noctuidae,Xylocampa areola,Xylocampa areola,Xylocampa areola,"(Esper, 1789)",15,18,N
5738,Species,Noctuidae,Pyrrhia umbra,Pyrrhia umbra,Pyrrhia umbra,"(Hufnagel, 1766)",16,19,N
5741,Species,Noctuidae,Protoschinia scutosa,Protoschinia scutosa,Protoschinia scutosa,"([Denis & Schiffermüller], 1775)",15,16,N
5744,Species,Noctuidae,Heliothis viriplaca,Heliothis viriplaca,Heliothis viriplaca,"(Hufnagel, 1766)",13,15,N
5747,Subspecies,Noctuidae,Heliothis maritima maritima,Heliothis maritima,Heliothis maritima,"Graslin, 1855",13,17,N
5749,Subspecies,Noctuidae,Heliothis maritima warneckei,Heliothis maritima,Heliothis maritima,"Boursin, 1964",13,17,N
5751,Subspecies,Noctuidae,Heliothis maritima bulgarica,Heliothis maritima,Heliothis maritima,"sensu auctt. nec (Draudt, 1938)",13,17,N
5752,Species,Noctuidae,Heliothis peltigera,Heliothis peltigera,Heliothis peltigera,"([Denis & Schiffermüller], 1775)",16,19,N
5754,Species,Noctuidae,Heliothis nubigera,Heliothis nubigera,Heliothis nubigera,"Herrich-Schäffer, 1851",16,20,N
5757,Species,Noctuidae,Helicoverpa armigera,Helicoverpa armigera,Helicoverpa armigera,"(Hübner, [1808])",16,19,N
5761,Species,Noctuidae,Periphanes delphinii,Periphanes delphinii,Periphanes delphinii,"(Linnaeus, 1758)",14,15,N
5762,Species,Noctuidae,Condica capensis,Condica capensis,Condica capensis,"(Guenée, 1852)",12,17,N
5766,Species,Noctuidae,Acosmetia caliginosa,Acosmetia caliginosa,Acosmetia caliginosa,"(Hübner, [1813])",9,15,N
5770,Species,Noctuidae,Eucarta virgo,Eucarta virgo,Eucarta virgo,"(Treitschke, 1835)",13,15,N
5774,Species,Noctuidae,Callopistria juventina,Callopistria juventina,Callopistria juventina,"(Stoll, 1782)",14,17,N
5776,Species,Noctuidae,Callopistria latreillei,Callopistria latreillei,Callopistria latreillei,"(Duponchel, 1827)",12,14,N
5781,Species,Noctuidae,Cryphia algae,Cryphia algae,Cryphia algae,"(Fabricius, 1775)",10,13,N
5785,Species,Noctuidae,Bryophila raptricula,Bryophila raptricula,Bryophila raptricula,"([Denis & Schiffermüller], 1775)",12,14,N
5788,Species,Noctuidae,Bryophila domestica,Bryophila domestica,Cryphia domestica,"(Hufnagel, 1766)",12,14,N
5793,Species,Noctuidae,Nyctobrya muralis,Nyctobrya muralis,Nyctobrya muralis,"(Forster, 1771)",12,15,N
5799,Species,Noctuidae,Pseudeustrotia candidula,Pseudeustrotia candidula,Pseudeustrotia candidula,"([Denis & Schiffermüller], 1775)",10,13,N
5803,Species,Noctuidae,Spodoptera exigua,Spodoptera exigua,Spodoptera exigua,"(Hübner, [1808])",13,14,N
5805,Species,Noctuidae,Spodoptera cilium,Spodoptera cilium,Spodoptera cilium,"Guenée, 1852",13,13,N
5807,Species,Noctuidae,Spodoptera littoralis,Spodoptera littoralis,Spodoptera littoralis,"(Boisduval, 1833)",14,19,N
5811,Species,Noctuidae,Galgula partita,Galgula partita,Galgula partita,"Guenée, 1852",10,13,N
5814,Species,Noctuidae,Elaphria venustula,Elaphria venustula,Elaphria venustula,"(Hübner, 1790)",10,11,N
5819,Species,Noctuidae,Caradrina morpheus,Caradrina morpheus,Caradrina morpheus,"(Hufnagel, 1766)",13,16,N
5822,Species,Noctuidae,Caradrina kadenii,Caradrina kadenii,Caradrina kadenii,"(Freyer, [1836])",13,15,N
5825,Species,Noctuidae,Caradrina flavirena,Caradrina flavirena,Caradrina flavirena,"Guenée, 1852",13,15,N
5827,Species,Noctuidae,Caradrina clavipalpis,Caradrina clavipalpis,Caradrina (Paradrina) clavipalpis,"(Scopoli, 1763)",12,15,N
5831,Species,Noctuidae,Hoplodrina octogenaria,Hoplodrina octogenaria,Hoplodrina alsines,"(Goeze, 1781)",14,16,N
5834,Species,Noctuidae,Hoplodrina blanda,Hoplodrina blanda,Hoplodrina blanda,"([Denis & Schiffermüller], 1775)",13,16,N
5837,Species,Noctuidae,Hoplodrina superstes,Hoplodrina superstes,Hoplodrina superstes,"(Ochsenheimer, 1816)",13,15,N
5839,Species,Noctuidae,Hoplodrina ambigua,Hoplodrina ambigua,Hoplodrina ambigua,"([Denis & Schiffermüller], 1775)",13,15,N
5842,Species,Noctuidae,Chilodes maritima,Chilodes maritima,Chilodes maritima,"(Tauscher, 1806)",13,15,N
5845,Species,Noctuidae,Charanyca trigrammica,Charanyca trigrammica,Charanyca trigrammica,"(Hufnagel, 1766)",15,17,N
5848,Species,Noctuidae,Rusina ferruginea,Rusina ferruginea,Rusina ferruginea,"(Esper, 1785)",14,18,N
5854,Species,Noctuidae,Athetis pallustris,Athetis pallustris,Athetis pallustris,"(Hübner, [1808])",9,16,N
5857,Species,Noctuidae,Athetis hospes,Athetis hospes,Athetis hospes,"(Freyer, [1831])",11,13,N
5861,Species,Noctuidae,Dypterygia scabriuscula,Dypterygia scabriuscula,Dypterygia scabriuscula,"(Linnaeus, 1758)",16,16,N
5864,Species,Noctuidae,Trachea atriplicis,Trachea atriplicis,Trachea atriplicis,"(Linnaeus, 1758)",20,22,N
5867,Species,Noctuidae,Mormo maura,Mormo maura,Mormo maura,"(Linnaeus, 1758)",30,36,N
5870,Species,Noctuidae,Polyphaenis sericata,Polyphaenis sericata,Polyphaenis sericata,"(Esper, 1787)",17,20,N
5874,Species,Noctuidae,Thalpophila matura,Thalpophila matura,Thalpophila matura,"(Hufnagel, 1766)",17,20,N
5878,Species,Noctuidae,Hyppa rectilinea,Hyppa rectilinea,Hyppa rectilinea,"(Esper, 1796)",16,19,N
5881,Species,Noctuidae,Actinotia polyodon,Actinotia polyodon,Actinotia polyodon,"(Clerck, 1759)",13,15,N
5884,Species,Noctuidae,Chloantha hyperici,Chloantha hyperici,Chloantha hyperici,"([Denis & Schiffermüller], 1775)",12,16,N
5888,Species,Noctuidae,Phlogophora meticulosa,Phlogophora meticulosa,Phlogophora meticulosa,"(Linnaeus, 1758)",21,25,N
5891,Species,Noctuidae,Euplexia lucipara,Euplexia lucipara,Euplexia lucipara,"(Linnaeus, 1758)",14,17,N
5894,Species,Noctuidae,Pseudenargia ulicis,Pseudenargia ulicis,Pseudenargia ulicis,"(Staudinger, 1859)",17,19,N
5898,Subspecies,Noctuidae,Calamia tridens tridens,Calamia tridens,Calamia tridens,"(Hufnagel, 1766)",17,18,N
5900,Subspecies,Noctuidae,Calamia tridens occidentalis,Calamia tridens,Calamia tridens,"Cockayne, 1954",17,18,N
5903,Species,Noctuidae,Crypsedra gemmea,Crypsedra gemmea,Crypsedra gemmea,"(Treitschke, 1825)",17,20,N
5906,Species,Noctuidae,Celaena haworthii,Celaena haworthii,Celaena haworthii,"(Curtis, 1829)",10,14,N
5909,Subspecies,Noctuidae,Helotropha leucostigma leucostigma,Helotropha leucostigma,Helotropha leucostigma,"(Hübner, [1808])",14,17,N
5912,Subspecies,Noctuidae,Helotropha leucostigma scotica,Helotropha leucostigma,Helotropha leucostigma,"(Cockayne, 1944)",14,17,N
5914,Species,Noctuidae,Eremobia ochroleuca,Eremobia ochroleuca,Eremobia ochroleuca,"([Denis & Schiffermüller], 1775)",14,16,N
5917,Species,Noctuidae,Gortyna flavago,Gortyna flavago,Gortyna flavago,"([Denis & Schiffermüller], 1775)",16,19,N
5920,Subspecies,Noctuidae,Gortyna borelii borelii,Gortyna borelii,Gortyna borelii,"Pierret, 1837",21,24,N
5921,Subspecies,Noctuidae,Gortyna borelii lunata,Gortyna borelii,Gortyna borelii,"Freyer, [1837]",21,24,N
5924,Species,Noctuidae,Hydraecia micacea,Hydraecia micacea,Hydraecia micacea,"(Esper, 1789)",14,21,N
5926,Species,Noctuidae,Hydraecia petasitis,Hydraecia petasitis,Hydraecia petasitis,"Doubleday, 1847",19,23,N
5928,Subspecies,Noctuidae,Hydraecia osseola osseola,Hydraecia osseola,Hydraecia osseola,"Staudinger, 1882",18,20,N
5929,Subspecies,Noctuidae,Hydraecia osseola hucherardi,Hydraecia osseola,Hydraecia osseola,"Mabille, 1907",18,20,N
5932,Subspecies,Noctuidae,Amphipoea fucosa fucosa,Amphipoea fucosa,Amphipoea fucosa,"(Freyer, 1830)",14,16,N
5933,Subspecies,Noctuidae,Amphipoea fucosa paludis,Amphipoea fucosa,Amphipoea fucosa,"(Tutt, 1888)",14,16,N
5935,Species,Noctuidae,Amphipoea lucens,Amphipoea lucens,Amphipoea lucens,"(Freyer, 1845)",14,17,N
5937,Species,Noctuidae,Amphipoea oculea,Amphipoea oculea,Amphipoea oculea,"(Linnaeus, 1761)",12,15,N
5940,Species,Noctuidae,Amphipoea crinanensis,Amphipoea crinanensis,Amphipoea crinanensis,"(Burrows, 1908)",13,15,N
5943,Species,Noctuidae,Luperina dumerilii,Luperina dumerilii,Luperina dumerilii,"(Duponchel, 1826)",11,16,N
5945,Species,Noctuidae,Luperina testacea,Luperina testacea,Luperina testacea,"([Denis & Schiffermüller], 1775)",14,18,N
5947,Subspecies,Noctuidae,Luperina nickerlii nicklerlii,Luperina nickerlii,Luperina nickerlii,"(Freyer, 1845)",15,18,N
5948,Subspecies,Noctuidae,Luperina nicklerlii gueneei,Luperina nicklerlii,Luperina nicklerlii,"Doubleday, 1864",15,18,N
5950,Subspecies,Noctuidae,Luperina nicklerlii knilli,Luperina nicklerlii,Luperina nicklerlii,"Boursin, 1964",15,18,N
5951,Subspecies,Noctuidae,Luperina nicklerlii leechi,Luperina nicklerlii,Luperina nicklerlii,"Goater, 1976",15,18,N
5952,Subspecies,Noctuidae,Luperina nicklerlii demuthi,Luperina nicklerlii,Luperina nicklerlii,"Goater & Skinner, 1995",15,18,N
5954,Species,Noctuidae,Fabula zollikoferi,Fabula zollikoferi,Fabula zollikoferi,"(Freyer, [1836])",18,25,N
5957,Species,Noctuidae,Rhizedra lutosa,Rhizedra lutosa,Rhizedra lutosa,"(Hübner, [1803])",16,23,N
5960,Species,Noctuidae,Sedina buettneri,Sedina buettneri,Sedina buettneri,"(Hering, 1858)",12,14,N
5963,Species,Noctuidae,Nonagria typhae,Nonagria typhae,Nonagria typhae,"(Thunberg, 1784)",20,24,N
5967,Species,Noctuidae,Arenostola phragmitidis,Arenostola phragmitidis,Arenostola phragmitidis,"(Hübner, [1803])",14,16,N
5970,Species,Noctuidae,Longalatedes elymi,Longalatedes elymi,Longalatedes elymi,"(Treitschke, 1825)",15,18,N
5973,Species,Noctuidae,Lenisa geminipuncta,Lenisa geminipuncta,Lenisa geminipuncta,"(Haworth, 1809)",11,16,N
5976,Species,Noctuidae,Archanara neurica,Archanara neurica,Archanara neurica,"(Hübner, [1808])",12,13,N
5978,Species,Noctuidae,Archanara dissoluta,Archanara dissoluta,Archanara dissoluta,"(Treitschke, 1825)",12,15,N
5981,Species,Noctuidae,Coenobia rufa,Coenobia rufa,Coenobia rufa,"(Haworth, 1809)",10,12,N
5984,Species,Noctuidae,Oria musculosa,Oria musculosa,Oria musculosa,"(Hübner, [1808])",12,16,N
5987,Species,Noctuidae,Denticucullus pygmina,Denticucullus pygmina,Denticucullus pygmina,"(Haworth, 1809)",10,14,N
5991,Species,Noctuidae,Photedes fluxa,Photedes fluxa,Photedes fluxa,"(Hübner, [1809])",12,15,N
5994,Subspecies,Noctuidae,Photedes captiuncula captiuncula,Photedes captiuncula,Photedes captiuncula,"(Treitschke, 1825)",7,9,N
5996,Subspecies,Noctuidae,Photedes captiuncula expolita,Photedes captiuncula,Photedes captiuncula,"(Stainton, 1855)",7,9,N
5998,Species,Noctuidae,Photedes minima,Photedes minima,Photedes minima,"(Haworth, 1809)",11,14,N
6001,Subspecies,Noctuidae,Photedes morrisii morrisii,Photedes morrisii,Photedes morrisii,"(Dale, 1837)",12,14,N
6003,Subspecies,Noctuidae,Photedes morrisii bondii,Photedes morrisii,Photedes morrisii,"(Knaggs, 1861)",12,14,N
6005,Species,Noctuidae,Photedes extrema,Photedes extrema,Photedes extrema,"(Hübner, [1809])",11,13,N
6009,Species,Noctuidae,Protarchanara brevilinea,Protarchanara brevilinea,Protarchanara brevilinea,"(Fenn, 1864)",14,17,N
6012,Species,Noctuidae,Globia sparganii,Globia sparganii,Globia sparganii,"(Esper, 1789)",15,18,N
6014,Species,Noctuidae,Globia algae,Globia algae,Globia algae,"(Esper, 1788)",14,18,N
6018,Species,Noctuidae,Pabulatrix pabulatricula,Pabulatrix pabulatricula,Pabulatrix pabulatricula,"(Brahm, 1791)",14,17,N
6021,Species,Noctuidae,Apamea remissa,Apamea remissa,Apamea remissa,"(Hübner, [1809])",17,19,N
6025,Species,Noctuidae,Apamea epomidion,Apamea epomidion,Apamea epomidion,"(Haworth, 1809)",17,20,N
6029,Species,Noctuidae,Apamea crenata,Apamea crenata,Apamea crenata,"(Hufnagel, 1766)",18,22,N
6032,Species,Noctuidae,Apamea anceps,Apamea anceps,Apamea anceps,"([Denis & Schiffermüller], 1775)",16,21,N
6037,Species,Noctuidae,Apamea sordens,Apamea sordens,Apamea sordens,"(Hufnagel, 1766)",16,19,N
6040,Species,Noctuidae,Apamea unanimis,Apamea unanimis,Apamea unanimis,"(Hübner, [1813])",15,17,N
6042,Species,Noctuidae,Apamea scolopacina,Apamea scolopacina,Apamea scolopacina,"(Esper, 1788)",14,17,N
6044,Species,Noctuidae,Apamea oblonga,Apamea oblonga,Apamea oblonga,"(Haworth, 1809)",18,21,N
6047,Species,Noctuidae,Apamea monoglypha,Apamea monoglypha,Apamea monoglypha,"(Hufnagel, 1766)",19,26,N
6049,Species,Noctuidae,Apamea lithoxylaea,Apamea lithoxylaea,Apamea lithoxylaea,"([Denis & Schiffermüller], 1775)",18,23,N
6051,Species,Noctuidae,Apamea sublustris,Apamea sublustris,Apamea sublustris,"(Esper, 1788)",18,21,N
6053,Subspecies,Noctuidae,Apamea furva furva,Apamea furva,Apamea furva,"([Denis & Schiffermüller], 1775)",16,19,N
6054,Subspecies,Noctuidae,Apamea furva brittanica,Apamea furva,Apamea furva,"Cockayne, 1950",16,19,N
6056,Species,Noctuidae,Apamea lateritia,Apamea lateritia,Apamea lateritia,"(Hufnagel, 1766)",19,24,N
6058,Species,Noctuidae,Apamea exulis,Apamea exulis,Apamea exulis,"(Lefebvre, 1836)",19,20,N
6065,Species,Noctuidae,Lateroligia ophiogramma,Lateroligia ophiogramma,Lateroligia ophiogramma,"(Esper, 1794)",13,16,N
6068,Species,Noctuidae,Mesapamea secalis,Mesapamea secalis,Mesapamea secalis,"(Linnaeus, 1758)",12,16,N
6071,Species,Noctuidae,Mesapamea didyma,Mesapamea didyma,Mesapamea didyma,"(Esper, 1788)",11,16,N
6075,Species,Noctuidae,Litoligia literosa,Litoligia literosa,Mesoligia literosa,"(Haworth, 1809)",10,13,N
6078,Species,Noctuidae,Mesoligia furuncula,Mesoligia furuncula,Mesoligia furuncula,"([Denis & Schiffermüller], 1775)",10,12,N
6082,Species,Noctuidae,Oligia strigilis,Oligia strigilis,Oligia strigilis,"(Linnaeus, 1758)",11,13,N
6084,Species,Noctuidae,Oligia latruncula,Oligia latruncula,Oligia latruncula,"([Denis & Schiffermüller], 1775)",11,13,N
6086,Species,Noctuidae,Oligia versicolor,Oligia versicolor,Oligia versicolor,"(Borkhausen, 1792)",11,12,N
6088,Species,Noctuidae,Oligia fasciuncula,Oligia fasciuncula,Oligia fasciuncula,"(Haworth, 1809)",10,12,N
6091,Species,Noctuidae,Sesamia nonagrioides,Sesamia nonagrioides,Sesamia nonagrioides,"(Lefebvre, 1827)",13,19,N
6095,Species,Noctuidae,Leucochlaena oditis,Leucochlaena oditis,Leucochlaena oditis,"(Hübner, [1822])",14,16,N
6100,Species,Noctuidae,Tiliacea citrago,Tiliacea citrago,Tiliacea citrago,"(Linnaeus, 1758)",15,17,N
6102,Species,Noctuidae,Tiliacea aurago,Tiliacea aurago,Xanthia aurago,"([Denis & Schiffermüller], 1775)",14,16,N
6106,Species,Noctuidae,Xanthia togata,Xanthia togata,Xanthia togata,"(Esper, 1788)",13,16,N
6110,Species,Noctuidae,Cirrhia icteritia,Cirrhia icteritia,Xanthia icteritia,"(Hufnagel, 1766)",14,17,N
6113,Species,Noctuidae,Cirrhia gilvago,Cirrhia gilvago,Xanthia gilvago,"([Denis & Schiffermüller], 1775)",15,18,N
6116,Species,Noctuidae,Cirrhia ocellaris,Cirrhia ocellaris,Cirrhia ocellaris,"(Borkhausen, 1792)",18,19,N
6119,Species,Noctuidae,Mesogona acetosellae,Mesogona acetosellae,Mesogona acetosellae,"([Denis & Schiffermüller], 1775)",19,21,N
6123,Species,Noctuidae,Agrochola lychnidis,Agrochola lychnidis,Agrochola lychnidis,"([Denis & Schiffermüller], 1775)",15,18,N
6127,Species,Noctuidae,Agrochola litura,Agrochola litura,Agrochola (Anchoscelis) litura,"(Linnaeus, 1761)",14,17,N
6129,Species,Noctuidae,Agrochola helvola,Agrochola helvola,Agrochola helvola,"(Linnaeus, 1758)",16,18,N
6132,Species,Noctuidae,Agrochola lota,Agrochola lota,Agrochola (Leptologia) lota,"(Clerck, 1759)",15,18,N
6134,Species,Noctuidae,Agrochola macilenta,Agrochola macilenta,Agrochola (Leptologia) macilenta,"(Hübner, [1809])",14,16,N
6137,Species,Noctuidae,Agrochola haematidea,Agrochola haematidea,Agrochola haematidea,"(Duponchel, 1827)",14,15,N
6140,Species,Noctuidae,Agrochola circellaris,Agrochola circellaris,Agrochola circellaris,"(Hufnagel, 1766)",14,19,N
6143,Species,Noctuidae,Omphaloscelis lunosa,Omphaloscelis lunosa,Omphaloscelis lunosa,"(Haworth, 1809)",14,17,N
6147,Species,Noctuidae,Conistra vaccinii,Conistra vaccinii,Conistra vaccinii,"(Linnaeus, 1761)",14,15,N
6149,Species,Noctuidae,Conistra ligula,Conistra ligula,Conistra ligula,"(Esper, 1791)",13,15,N
6151,Species,Noctuidae,Conistra rubiginosa,Conistra rubiginosa,Conistra rubiginosa,"(Scopoli, 1763)",15,17,N
6154,Species,Noctuidae,Conistra rubiginea,Conistra rubiginea,Conistra rubiginea,"([Denis & Schiffermüller], 1775)",15,17,N
6156,Species,Noctuidae,Conistra erythrocephala,Conistra erythrocephala,Conistra erythrocephala,"([Denis & Schiffermüller], 1775)",16,18,N
6159,Species,Noctuidae,Jodia croceago,Jodia croceago,Jodia croceago,"([Denis & Schiffermüller], 1775)",14,17,N
6163,Species,Noctuidae,Lithophane semibrunnea,Lithophane semibrunnea,Lithophane semibrunnea,"(Haworth, 1809)",16,20,N
6165,Species,Noctuidae,Lithophane socia,Lithophane socia,Lithophane socia,"(Hufnagel, 1766)",17,20,N
6168,Subspecies,Noctuidae,Lithophane ornitopus ornitopus,Lithophane ornitopus,Lithophane ornitopus,"(Hufnagel, 1766)",17,19,N
6170,Subspecies,Noctuidae,Lithophane ornitopus lactipennis,Lithophane ornitopus,Lithophane ornitopus,"(Dadd, 1911)",17,19,N
6172,Subspecies,Noctuidae,Lithophane furcifera furcifera,Lithophane furcifera,Lithophane furcifera,"(Hufnagel, 1766)",17,20,N
6175,Subspecies,Noctuidae,Lithophane furcifera suffusa,Lithophane furcifera,Lithophane furcifera,"(Tutt, 1892)",17,20,N
6176,Species,Noctuidae,Lithophane consocia,Lithophane consocia,Lithophane consocia,"(Borkhausen, 1792)",18,20,N
6178,Species,Noctuidae,Lithophane lamda,Lithophane lamda,Lithophane lamda,"(Fabricius, 1787)",17,20,N
6182,Subspecies,Noctuidae,Lithophane leautieri leautieri,Lithophane leautieri,Lithophane leautieri hesperica,"(Boisduval, 1829)",17,20,N
6184,Subspecies,Noctuidae,Lithophane leautieri hesperica,Lithophane leautieri,Lithophane leautieri hesperica,"Boursin, 1957",17,20,N
6188,Species,Noctuidae,Xylena solidaginis,Xylena solidaginis,Xylena solidaginis,"(Hübner, [1803])",18,21,N
6191,Species,Noctuidae,Xylena exsoleta,Xylena exsoleta,Xylena exsoleta,"(Linnaeus, 1758)",24,29,N
6194,Species,Noctuidae,Xylena vetusta,Xylena vetusta,Xylena vetusta,"(Hübner, [1813])",24,29,N
6197,Species,Noctuidae,Eupsilia transversa,Eupsilia transversa,Eupsilia transversa,"(Hufnagel, 1766)",17,20,N
6201,Species,Noctuidae,Enargia paleacea,Enargia paleacea,Enargia paleacea,"(Esper, 1791)",17,20,N
6204,Species,Noctuidae,Ipimorpha retusa,Ipimorpha retusa,Ipimorpha retusa,"(Linnaeus, 1761)",13,15,N
6206,Species,Noctuidae,Ipimorpha subtusa,Ipimorpha subtusa,Ipimorpha subtusa,"([Denis & Schiffermüller], 1775)",14,16,N
6210,Species,Noctuidae,Cosmia diffinis,Cosmia diffinis,Cosmia diffinis,"(Linnaeus, 1767)",14,16,N
6213,Species,Noctuidae,Cosmia affinis,Cosmia affinis,Cosmia affinis,"(Linnaeus, 1767)",12,16,N
6216,Species,Noctuidae,Cosmia trapezina,Cosmia trapezina,Cosmia trapezina,"(Linnaeus, 1758)",13,16,N
6219,Species,Noctuidae,Cosmia pyralina,Cosmia pyralina,Cosmia pyralina,"([Denis & Schiffermüller], 1775)",13,16,N
6222,Species,Noctuidae,Dicycla oo,Dicycla oo,Dicycla oo,"(Linnaeus, 1758)",15,17,N
6225,Species,Noctuidae,Atethmia centrago,Atethmia centrago,Atethmia centrago,"(Haworth, 1809)",15,18,N
6229,Species,Noctuidae,Brachylomia viminalis,Brachylomia viminalis,Brachylomia viminalis,"(Fabricius, [1777])",13,15,N
6232,Species,Noctuidae,Parastichtis suspecta,Parastichtis suspecta,Parastichtis suspecta,"(Hübner, [1817])",14,16,N
6235,Species,Noctuidae,Apterogenum ypsillon,Apterogenum ypsillon,Parastichtis ypsillon,"([Denis & Schiffermüller], 1775)",15,19,N
6239,Species,Noctuidae,Dryobota labecula,Dryobota labecula,Dryobota labecula,"(Esper, 1788)",12,15,N
6242,Species,Noctuidae,Griposia aprilina,Griposia aprilina,Dichonia aprilina,"(Linnaeus, 1758)",18,23,N
6246,Species,Noctuidae,Dryobotodes eremita,Dryobotodes eremita,Dryobotodes eremita,"(Fabricius, 1775)",15,17,N
6249,Species,Noctuidae,Dryobotodes roboris,Dryobotodes roboris,Dryobotodes roboris,"(Boisduval, [1828])",12,14,N
6252,Species,Noctuidae,Dichonioxa tenebrosa,Dichonioxa tenebrosa,Dichonioxa tenebrosa,"(Esper, 1789)",15,17,N
6255,Species,Noctuidae,Antitype chi,Antitype chi,Antitype chi,"(Linnaeus, 1758)",15,19,N
6259,Species,Noctuidae,Trigonophora flammea,Trigonophora flammea,Trigonophora flammea,"(Esper, 1785)",20,23,N
6263,Subspecies,Noctuidae,Aporophyla australis australis,Aporophyla australis,Aporophyla australis,"(Boisduval, 1829)",14,17,N
6264,Subspecies,Noctuidae,Aporophyla australis pascuea,Aporophyla australis,Aporophyla australis,"(Humphreys & Westwood, 1843)",14,17,N
6267,Species,Noctuidae,Aporophyla lutulenta,Aporophyla lutulenta,Aporophyla lutulenta,"([Denis & Schiffermüller], 1775)",15,18,N
6269,Species,Noctuidae,Aporophyla lueneburgensis,Aporophyla lueneburgensis,Aporophyla lueneburgensis,"(Freyer, 1848)",15,17,N
6271,Species,Noctuidae,Aporophyla nigra,Aporophyla nigra,Aporophyla nigra,"(Haworth, 1809)",17,21,N
6275,Species,Noctuidae,Dasypolia templi,Dasypolia templi,Dasypolia templi,"(Thunberg, 1792)",18,23,N
6279,Subspecies,Noctuidae,Polymixis lichenea lichenea,Polymixis lichenea,Polymixis lichenea,"(Hübner, [1813])",15,18,N
6281,Subspecies,Noctuidae,Polymixis lichenea scillonea,Polymixis lichenea,Polymixis lichenea,"Richardson, 1958",15,18,N
6283,Subspecies,Noctuidae,Polymixis xanthomista xanthomista,Polymixis xanthomista,Polymixis xanthomista,"(Hübner, [1819])",16,18,N
6284,Subspecies,Noctuidae,Polymixis xanthomista statices,Polymixis xanthomista,Polymixis xanthomista,"(Gregson, 1869)",16,18,N
6286,Species,Noctuidae,Polymixis flavicincta,Polymixis flavicincta,Polymixis flavicincta,"([Denis & Schiffermüller], 1775)",17,22,N
6289,Species,Noctuidae,Mniotype adusta,Mniotype adusta,Mniotype adusta,"(Esper, 1790)",18,21,N
6291,Species,Noctuidae,Mniotype solieri,Mniotype solieri,Mniotype solieri,"(Boisduval, 1840)",16,19,N
6293,Species,Noctuidae,Mniotype satura,Mniotype satura,Mniotype satura,"([Denis & Schiffermüller], 1775)",19,23,N
6299,Species,Noctuidae,Panolis flammea,Panolis flammea,Panolis flammea,"([Denis & Schiffermüller], 1775)",15,16,N
6305,Species,Noctuidae,Orthosia incerta,Orthosia incerta,Orthosia incerta,"(Hufnagel, 1766)",16,20,N
6308,Species,Noctuidae,Orthosia miniosa,Orthosia miniosa,Orthosia miniosa,"([Denis & Schiffermüller], 1775)",15,17,N
6310,Species,Noctuidae,Orthosia cerasi,Orthosia cerasi,Orthosia cerasi,"(Fabricius, 1775)",13,17,N
6313,Species,Noctuidae,Orthosia cruda,Orthosia cruda,Orthosia cruda,"([Denis & Schiffermüller], 1775)",12,15,N
6316,Species,Noctuidae,Orthosia populeti,Orthosia populeti,Orthosia populeti,"(Fabricius, 1781)",15,17,N
6319,Species,Noctuidae,Orthosia gracilis,Orthosia gracilis,Orthosia gracilis,"([Denis & Schiffermüller], 1775)",15,19,N
6321,Species,Noctuidae,Orthosia opima,Orthosia opima,Orthosia opima,"(Hübner, [1809])",15,17,N
